id_string,customer_id_string,lender_state,origination_date,due_date,term_weeks,principal_amount,total_due_amount,paid_amount,fee_amount,collateral_assessed,collateral_sold,defaulted
0513,0241,FL,2019-02-02,2019-03-30,8,710.0,910.0,910.0,0.0,5942.47,0.0,0
0514,0242,MS,2014-05-15,2014-06-12,4,1370.0,1470.0,1470.0,0.0,7089.0,0.0,0
0515,0242,FL,2019-03-25,2019-06-17,12,940.0,1240.0,0.0,0.0,7275.24,5800.91,1
0516,0242,FL,2013-10-15,2014-01-07,12,1260.0,1560.0,0.0,0.0,6616.18,6191.79,1
0517,0242,AL,2014-03-24,2014-06-16,12,1560.0,1860.0,0.0,0.0,7909.71,5786.06,1
0518,0242,FL,2012-01-09,2012-03-05,8,1570.0,1770.0,1770.0,40.0,7083.64,0.0,0
0519,0242,FL,2016-09-30,2016-12-23,12,1060.0,1360.0,1359.96,0.0,7129.34,0.0,0
0520,0243,FL,2018-01-08,2018-02-05,4,860.0,960.0,960.0,0.0,4255.21,0.0,0
0521,0243,MS,2017-12-05,2018-01-02,4,1040.0,1140.0,1140.0,20.0,4692.7,0.0,0
0522,0244,FL,2012-11-05,2012-12-03,4,1100.0,1200.0,1200.0,0.0,8391.16,0.0,0
0523,0245,TN,2012-01-23,2012-03-19,8,750.0,950.0,950.0,0.0,3348.31,0.0,0
0524,0245,FL,2017-12-23,2018-01-20,4,720.0,820.0,820.0,0.0,4011.94,0.0,0
0525,0245,FL,2012-12-26,2013-03-20,12,630.0,930.0,0.0,0.0,3082.31,2888.54,1
0526,0245,FL,2017-11-04,2017-12-02,4,1120.0,1220.0,1220.0,20.0,5059.19,0.0,0
0527,0246,FL,2017-03-02,2017-05-25,12,1300.0,1600.0,1599.9599999999998,20.0,7642.83,0.0,0
0528,0246,TN,2017-02-04,2017-04-01,8,880.0,1080.0,1080.0,20.0,6519.35,0.0,0
0529,0247,MS,2017-01-20,2017-02-17,4,920.0,1020.0,0.0,0.0,4437.39,4331.59,1
0530,0247,TN,2016-03-27,2016-05-22,8,830.0,1030.0,0.0,0.0,4824.01,4036.15,1
0531,0247,MS,2015-02-28,2015-03-28,4,1100.0,1200.0,1200.0,20.0,6257.56,0.0,0
0532,0247,FL,2015-12-23,2016-01-20,4,1080.0,1180.0,1180.0,20.0,5410.95,0.0,0
0533,0247,FL,2014-05-24,2014-07-19,8,910.0,1110.0,1110.0,20.0,6551.82,0.0,0
0534,0247,FL,2015-10-26,2015-11-23,4,850.0,950.0,950.0,0.0,6357.59,0.0,0
0535,0248,FL,2017-06-22,2017-07-20,4,1190.0,1290.0,1290.0,0.0,5033.27,0.0,0
0536,0249,FL,2014-11-02,2014-11-30,4,1460.0,1560.0,1560.0,20.0,7380.34,0.0,0
0537,0250,TN,2013-04-03,2013-06-26,12,1050.0,1350.0,1350.0,20.0,5833.04,0.0,0
0538,0250,AL,2015-03-27,2015-04-24,4,800.0,900.0,900.0,0.0,4441.28,0.0,0
0539,0251,FL,2016-08-15,2016-09-12,4,1090.0,1190.0,1190.0,20.0,5595.51,0.0,0
0540,0252,FL,2015-03-30,2015-04-27,4,560.0,660.0,660.0,0.0,3529.99,0.0,0
0541,0253,TN,2013-03-16,2013-04-13,4,1000.0,1100.0,1100.0,0.0,5869.71,0.0,0
0542,0253,TN,2014-12-11,2015-01-08,4,1080.0,1180.0,1180.0,20.0,5791.74,0.0,0
0543,0254,TN,2017-07-09,2017-08-06,4,1480.0,1580.0,1580.0,0.0,7403.48,0.0,0
0544,0254,FL,2014-09-11,2014-10-09,4,1290.0,1390.0,1390.0,40.0,6288.14,0.0,0
0545,0254,AL,2019-06-06,2019-08-29,12,820.0,1120.0,1119.96,20.0,5303.65,0.0,0
0546,0254,FL,2016-03-30,2016-06-22,12,1590.0,1890.0,1890.0,0.0,7043.05,0.0,0
0547,0254,FL,2014-10-30,2014-11-27,4,1760.0,1860.0,1860.0,40.0,7813.63,0.0,0
0548,0254,FL,2014-11-05,2015-01-28,12,1800.0,2100.0,2100.0,0.0,8076.17,0.0,0
0549,0254,TN,2012-12-14,2013-01-11,4,960.0,1060.0,1060.0,20.0,7513.88,0.0,0
0550,0254,FL,2013-11-20,2013-12-18,4,1400.0,1500.0,0.0,0.0,7433.98,7076.14,1
0551,0254,AL,2018-10-17,2018-12-12,8,980.0,1180.0,1180.0,20.0,6173.18,0.0,0
0552,0254,FL,2014-10-07,2014-11-04,4,1400.0,1500.0,1500.0,0.0,7173.47,0.0,0
0553,0254,FL,2017-05-29,2017-06-26,4,1240.0,1340.0,1340.0,20.0,7452.67,0.0,0
0554,0255,TN,2017-06-25,2017-07-23,4,890.0,990.0,990.0,0.0,4263.61,0.0,0
0555,0255,FL,2019-11-19,2020-01-14,8,610.0,810.0,810.0,0.0,3977.3,0.0,0
0556,0256,FL,2014-03-30,2014-06-22,12,870.0,1170.0,1170.0,0.0,3720.83,0.0,0
0557,0257,FL,2014-01-06,2014-02-03,4,910.0,1010.0,1010.0,20.0,7466.03,0.0,0
0558,0257,AL,2016-09-05,2016-10-03,4,1250.0,1350.0,1350.0,0.0,7290.74,0.0,0
0559,0258,FL,2016-01-31,2016-02-28,4,510.0,610.0,610.0,20.0,4630.08,0.0,0
0560,0259,FL,2018-07-01,2018-07-29,4,1210.0,1310.0,0.0,0.0,5244.3,4330.94,1
0561,0259,TN,2014-10-10,2014-11-07,4,1560.0,1660.0,0.0,0.0,7409.83,5432.18,1
0562,0260,FL,2018-03-10,2018-05-05,8,1120.0,1320.0,1320.0,0.0,7913.67,0.0,0
0563,0261,TN,2015-11-08,2016-01-03,8,770.0,970.0,970.0,0.0,7080.44,0.0,0
0564,0262,FL,2012-12-09,2013-02-03,8,1050.0,1250.0,1250.0,20.0,4548.55,0.0,0
0565,0263,TN,2018-05-24,2018-06-21,4,1750.0,1850.0,1850.0,0.0,8806.02,0.0,0
0566,0264,FL,2012-09-10,2012-10-08,4,1120.0,1220.0,1220.0,0.0,5469.99,0.0,0
0567,0265,TN,2013-05-08,2013-06-05,4,620.0,720.0,720.0,0.0,5762.97,0.0,0
0568,0266,FL,2019-07-22,2019-08-19,4,710.0,810.0,810.0,20.0,4987.6,0.0,0
0569,0267,TN,2019-06-22,2019-07-20,4,820.0,920.0,920.0,0.0,4663.45,0.0,0
0570,0268,TN,2016-05-13,2016-08-05,12,920.0,1220.0,1220.04,0.0,6096.88,0.0,0
0571,0268,FL,2018-08-23,2018-09-20,4,1190.0,1290.0,1290.0,0.0,6519.53,0.0,0
0572,0269,FL,2015-11-12,2015-12-10,4,1170.0,1270.0,1270.0,0.0,4902.59,0.0,0
0573,0270,FL,2017-05-04,2017-06-01,4,1180.0,1280.0,0.0,0.0,5078.67,0.0,1
0574,0271,FL,2016-06-06,2016-08-29,12,720.0,1020.0,1020.0,0.0,3786.39,0.0,0
0575,0272,FL,2014-12-20,2015-02-14,8,1160.0,1360.0,1360.0,20.0,7364.72,0.0,0
0576,0272,FL,2016-05-30,2016-06-27,4,1210.0,1310.0,1310.0,0.0,8048.96,0.0,0
0577,0272,FL,2013-12-27,2014-01-24,4,1580.0,1680.0,1680.0,0.0,7908.89,0.0,0
0578,0272,AL,2019-12-15,2020-01-12,4,1470.0,1570.0,1570.0,0.0,6847.33,0.0,0
0579,0272,FL,2014-10-23,2014-11-20,4,1360.0,1460.0,1460.0,0.0,7688.15,0.0,0
0580,0273,FL,2012-03-15,2012-04-12,4,1390.0,1490.0,1490.0,0.0,7235.29,0.0,0
0581,0274,FL,2015-07-21,2015-10-13,12,1080.0,1380.0,1380.0,20.0,6543.15,0.0,0
0582,0275,FL,2016-01-10,2016-03-06,8,1350.0,1550.0,0.0,0.0,6791.16,0.0,1
0583,0275,FL,2015-04-06,2015-05-04,4,1010.0,1110.0,1110.0,0.0,7706.54,0.0,0
0584,0276,FL,2017-04-11,2017-06-06,8,1380.0,1580.0,1580.0,0.0,6349.74,0.0,0
0585,0277,FL,2014-05-16,2014-08-08,12,830.0,1130.0,1130.04,0.0,6429.02,0.0,0
0586,0278,FL,2013-05-12,2013-08-04,12,690.0,990.0,990.0,20.0,3588.74,0.0,0
0587,0279,MS,2016-08-19,2016-09-16,4,740.0,840.0,840.0,40.0,7250.0,0.0,0
0588,0280,MS,2018-11-03,2018-12-01,4,950.0,1050.0,0.0,0.0,4029.77,3883.46,1
0589,0280,FL,2014-12-18,2015-01-15,4,720.0,820.0,820.0,20.0,4229.81,0.0,0
0590,0280,FL,2018-11-12,2018-12-10,4,770.0,870.0,870.0,0.0,3895.7,0.0,0
0591,0280,FL,2016-06-05,2016-07-03,4,900.0,1000.0,1000.0,0.0,5089.48,0.0,0
0592,0280,FL,2019-08-03,2019-08-31,4,1000.0,1100.0,0.0,0.0,4881.4,3826.77,1
0593,0281,FL,2015-07-09,2015-10-01,12,1000.0,1300.0,1299.96,40.0,4718.25,0.0,0
0594,0281,FL,2014-09-15,2014-12-08,12,900.0,1200.0,0.0,0.0,4725.39,3494.71,1
0595,0282,MS,2017-07-27,2017-10-19,12,990.0,1290.0,1290.0,40.0,6133.27,0.0,0
0596,0282,FL,2015-03-26,2015-04-23,4,1040.0,1140.0,1140.0,20.0,5489.64,0.0,0
0597,0283,TN,2019-05-31,2019-08-23,12,990.0,1290.0,1290.0,20.0,7370.9,0.0,0
0598,0284,FL,2017-12-17,2018-01-14,4,860.0,960.0,960.0,0.0,6693.98,0.0,0
0599,0285,TN,2014-12-01,2015-01-26,8,1060.0,1260.0,0.0,0.0,4445.57,3930.22,1
0600,0286,AL,2013-01-07,2013-02-04,4,830.0,930.0,930.0,0.0,4835.29,0.0,0
0601,0287,FL,2013-06-13,2013-07-11,4,1190.0,1290.0,0.0,0.0,8050.64,6371.15,1
0602,0288,FL,2017-09-06,2017-10-04,4,1240.0,1340.0,1340.0,0.0,5401.35,0.0,0
0603,0289,FL,2015-04-05,2015-05-03,4,630.0,730.0,730.0,0.0,5427.22,0.0,0
0604,0289,TN,2017-05-22,2017-06-19,4,1100.0,1200.0,1200.0,0.0,5613.26,0.0,0
0605,0290,FL,2015-03-23,2015-04-20,4,1440.0,1540.0,1540.0,0.0,10337.72,0.0,0
0606,0290,TN,2019-11-30,2020-02-22,12,1110.0,1410.0,1410.0,0.0,8399.66,0.0,0
0607,0291,TN,2019-05-13,2019-06-10,4,960.0,1060.0,1060.0,20.0,6386.68,0.0,0
0608,0292,FL,2019-12-24,2020-01-21,4,1050.0,1150.0,1150.0,0.0,6530.23,0.0,0
0609,0292,FL,2018-03-29,2018-04-26,4,1070.0,1170.0,1170.0,0.0,5785.17,0.0,0
0610,0292,AL,2014-11-06,2014-12-04,4,880.0,980.0,0.0,0.0,6043.42,5475.35,1
0611,0293,AL,2016-09-15,2016-12-08,12,770.0,1070.0,1070.0399999999997,0.0,7116.87,0.0,0
0612,0294,MS,2016-01-03,2016-01-31,4,1060.0,1160.0,0.0,0.0,4947.16,3828.23,1
0613,0295,FL,2018-05-08,2018-06-05,4,820.0,920.0,0.0,0.0,4199.33,4091.75,1
0614,0296,FL,2018-08-25,2018-10-20,8,830.0,1030.0,0.0,0.0,5343.06,5038.05,1
0615,0297,MS,2018-06-06,2018-08-01,8,1200.0,1400.0,1400.0,0.0,6924.58,0.0,0
0616,0298,FL,2014-06-20,2014-08-15,8,1240.0,1440.0,1440.0,40.0,7945.69,0.0,0
0617,0298,MS,2017-11-27,2017-12-25,4,1390.0,1490.0,1490.0,0.0,7086.14,0.0,0
0618,0299,FL,2017-07-11,2017-08-08,4,960.0,1060.0,0.0,0.0,3944.76,2802.28,1
0619,0300,FL,2014-08-10,2014-09-07,4,890.0,990.0,990.0,0.0,5362.86,0.0,0
0620,0301,MS,2012-05-04,2012-06-01,4,840.0,940.0,0.0,0.0,6863.29,6656.5,1
0621,0301,FL,2014-09-03,2014-10-01,4,1400.0,1500.0,1500.0,40.0,7617.15,0.0,0
0622,0301,FL,2013-02-28,2013-03-28,4,780.0,880.0,880.0,0.0,6888.13,0.0,0
0623,0302,FL,2012-02-09,2012-05-03,12,800.0,1100.0,1100.0399999999997,20.0,4205.03,0.0,0
0624,0303,FL,2017-05-25,2017-06-22,4,1100.0,1200.0,1200.0,0.0,7573.45,0.0,0
0625,0304,FL,2017-04-05,2017-05-31,8,620.0,820.0,820.0,0.0,4812.34,0.0,0
0626,0305,FL,2017-04-15,2017-06-10,8,1040.0,1240.0,0.0,0.0,5363.3,4126.54,1
0627,0305,FL,2015-07-24,2015-08-21,4,1260.0,1360.0,1360.0,0.0,5780.9,0.0,0
0628,0305,FL,2018-07-28,2018-08-25,4,870.0,970.0,970.0,0.0,4479.44,0.0,0
0629,0306,FL,2013-03-23,2013-05-18,8,870.0,1070.0,1070.0,40.0,4580.5,0.0,0
0630,0307,FL,2018-09-29,2018-11-24,8,600.0,800.0,800.0,0.0,4737.11,0.0,0
0631,0307,TN,2016-11-05,2016-12-03,4,640.0,740.0,740.0,0.0,4059.83,0.0,0
0632,0308,AL,2015-08-03,2015-08-31,4,720.0,820.0,820.0,0.0,3612.63,0.0,0
0633,0309,TN,2012-02-27,2012-03-26,4,810.0,910.0,0.0,0.0,4101.71,3686.12,1
0634,0310,TN,2013-11-09,2013-12-07,4,680.0,780.0,780.0,20.0,3615.44,0.0,0
0635,0310,TN,2019-09-25,2019-10-23,4,740.0,840.0,840.0,0.0,2952.17,0.0,0
0636,0310,TN,2019-08-14,2019-09-11,4,520.0,620.0,0.0,0.0,2226.83,1691.44,1
0637,0310,AL,2015-01-10,2015-03-07,8,420.0,620.0,620.0,0.0,2052.0,0.0,0
0638,0310,FL,2012-08-22,2012-09-19,4,1120.0,1220.0,1220.0,0.0,5152.2,0.0,0
0639,0311,FL,2017-01-03,2017-03-28,12,620.0,920.0,920.0399999999998,60.0,5859.9,0.0,0
0640,0311,FL,2017-02-09,2017-05-04,12,1180.0,1480.0,1479.9599999999998,20.0,6165.61,0.0,0
0641,0311,FL,2019-02-25,2019-03-25,4,930.0,1030.0,1030.0,0.0,6874.13,0.0,0
0642,0311,AL,2018-08-02,2018-08-30,4,1150.0,1250.0,1250.0,20.0,5969.33,0.0,0
0643,0311,TN,2016-09-07,2016-11-02,8,1260.0,1460.0,1460.0,20.0,6749.54,0.0,0
0644,0312,FL,2017-12-20,2018-01-17,4,1030.0,1130.0,1130.0,0.0,6676.52,0.0,0
0645,0312,AL,2012-10-23,2012-11-20,4,1210.0,1310.0,1310.0,0.0,6316.25,0.0,0
0646,0312,FL,2016-02-17,2016-04-13,8,1540.0,1740.0,1740.0,0.0,6762.86,0.0,0
0647,0313,MS,2018-04-21,2018-06-16,8,1500.0,1700.0,1700.0,0.0,6677.04,0.0,0
0648,0313,FL,2017-03-15,2017-05-10,8,1030.0,1230.0,1230.0,0.0,6788.85,0.0,0
0649,0314,MS,2019-06-10,2019-07-08,4,1140.0,1240.0,1240.0,20.0,7649.61,0.0,0
0650,0315,FL,2012-07-12,2012-08-09,4,1320.0,1420.0,1420.0,20.0,6415.69,0.0,0
0651,0316,FL,2014-03-04,2014-04-29,8,760.0,960.0,960.0,0.0,4502.78,0.0,0
0652,0316,FL,2015-01-20,2015-02-17,4,890.0,990.0,990.0,0.0,5869.57,0.0,0
0653,0317,FL,2012-08-08,2012-09-05,4,760.0,860.0,860.0,0.0,4480.12,0.0,0
0654,0318,FL,2014-04-12,2014-05-10,4,900.0,1000.0,1000.0,0.0,5558.73,0.0,0
0655,0318,FL,2016-08-24,2016-09-21,4,830.0,930.0,930.0,0.0,5885.48,0.0,0
0656,0318,TN,2019-05-22,2019-06-19,4,820.0,920.0,920.0,0.0,5805.89,0.0,0
0657,0318,AL,2019-03-10,2019-04-07,4,870.0,970.0,970.0,20.0,4884.42,0.0,0
0658,0318,TN,2016-03-25,2016-05-20,8,1070.0,1270.0,1270.0,20.0,5611.05,0.0,0
0659,0319,FL,2012-10-15,2012-11-12,4,1150.0,1250.0,1250.0,20.0,6934.67,0.0,0
0660,0319,AL,2013-04-19,2013-07-12,12,920.0,1220.0,1220.0400000000002,60.0,5532.33,0.0,0
0661,0319,FL,2017-06-05,2017-08-28,12,1190.0,1490.0,0.0,0.0,7524.61,5336.72,1
0662,0319,TN,2019-05-28,2019-08-20,12,1070.0,1370.0,1370.0400000000002,20.0,5983.56,0.0,0
0663,0320,TN,2017-09-07,2017-10-05,4,810.0,910.0,0.0,0.0,4245.13,3472.4,1
0664,0321,FL,2014-12-06,2015-02-28,12,420.0,720.0,720.0,20.0,4029.13,0.0,0
0665,0322,MS,2012-11-10,2013-02-02,12,450.0,750.0,750.0,20.0,2460.17,0.0,0
0666,0323,FL,2019-04-03,2019-05-01,4,710.0,810.0,810.0,0.0,4943.34,0.0,0
0667,0324,AL,2016-09-21,2016-10-19,4,710.0,810.0,0.0,0.0,5310.44,3718.68,1
0668,0325,FL,2018-04-16,2018-07-09,12,660.0,960.0,960.0,20.0,5603.14,0.0,0
0669,0325,FL,2019-05-08,2019-07-31,12,940.0,1240.0,1239.96,0.0,6552.88,0.0,0
0670,0325,TN,2016-12-04,2017-01-01,4,570.0,670.0,670.0,0.0,5085.64,0.0,0
0671,0326,AL,2018-10-15,2018-11-12,4,890.0,990.0,990.0,0.0,7621.32,0.0,0
0672,0327,FL,2019-07-01,2019-07-29,4,680.0,780.0,780.0,0.0,3005.57,0.0,0
0673,0328,MS,2014-11-04,2014-12-30,8,1310.0,1510.0,0.0,0.0,6956.38,6875.78,1
0674,0329,AL,2017-10-27,2017-11-24,4,1540.0,1640.0,0.0,0.0,7381.5,5352.05,1
0675,0329,FL,2012-10-14,2012-11-11,4,970.0,1070.0,1070.0,0.0,7262.4,0.0,0
0676,0329,FL,2012-08-04,2012-09-01,4,940.0,1040.0,1040.0,0.0,6634.8,0.0,0
0677,0329,MS,2012-10-06,2012-11-03,4,1420.0,1520.0,1520.0,20.0,6762.49,0.0,0
0678,0330,TN,2017-01-23,2017-02-20,4,430.0,530.0,530.0,0.0,3652.8,0.0,0
0679,0331,AL,2019-06-19,2019-09-11,12,490.0,790.0,789.9600000000002,20.0,4520.23,0.0,0
0680,0331,TN,2019-02-21,2019-03-21,4,1440.0,1540.0,1540.0,0.0,7282.92,0.0,0
0681,0332,AL,2015-03-01,2015-04-26,8,1080.0,1280.0,1280.0,0.0,8156.04,0.0,0
0682,0332,FL,2015-09-19,2015-10-17,4,920.0,1020.0,1020.0,0.0,7056.24,0.0,0
0683,0332,TN,2017-10-23,2017-11-20,4,1600.0,1700.0,1700.0,0.0,8128.16,0.0,0
0684,0332,FL,2014-05-30,2014-06-27,4,1270.0,1370.0,0.0,0.0,7168.59,0.0,1
0685,0333,FL,2018-11-24,2019-01-19,8,680.0,880.0,880.0,0.0,5731.12,0.0,0
0686,0334,AL,2019-06-13,2019-08-08,8,880.0,1080.0,1080.0,0.0,3913.42,0.0,0
0687,0335,FL,2013-10-05,2013-11-02,4,680.0,780.0,780.0,0.0,4347.78,0.0,0
0688,0335,FL,2018-09-19,2018-11-14,8,640.0,840.0,0.0,0.0,4523.19,3227.11,1
0689,0336,FL,2017-11-10,2018-01-05,8,990.0,1190.0,1190.0,20.0,5125.43,0.0,0
0690,0336,AL,2012-03-29,2012-04-26,4,1130.0,1230.0,1230.0,0.0,5586.59,0.0,0
0691,0336,TN,2019-04-10,2019-07-03,12,1130.0,1430.0,1430.0400000000002,20.0,5249.75,0.0,0
0692,0336,AL,2016-01-01,2016-03-25,12,1140.0,1440.0,0.0,0.0,5085.29,3967.68,1
0693,0336,TN,2018-11-20,2019-01-15,8,1200.0,1400.0,0.0,0.0,5276.22,4605.08,1
0694,0336,TN,2018-09-11,2018-10-09,4,900.0,1000.0,1000.0,0.0,5748.75,0.0,0
0695,0336,FL,2015-05-15,2015-06-12,4,1310.0,1410.0,1410.0,20.0,5990.9,0.0,0
0696,0337,FL,2018-11-30,2018-12-28,4,810.0,910.0,0.0,0.0,5673.75,0.0,1
0697,0338,FL,2018-02-02,2018-03-30,8,810.0,1010.0,0.0,0.0,4589.37,3283.92,1
0698,0338,TN,2016-12-08,2017-03-02,12,600.0,900.0,900.0,0.0,4892.02,0.0,0
0699,0339,FL,2013-10-13,2014-01-05,12,840.0,1140.0,1140.0,60.0,5840.29,0.0,0
0700,0339,FL,2014-03-18,2014-04-15,4,1010.0,1110.0,1110.0,20.0,4440.42,0.0,0
0701,0339,TN,2018-07-10,2018-08-07,4,750.0,850.0,850.0,0.0,4800.12,0.0,0
0702,0340,FL,2012-10-28,2012-12-23,8,1420.0,1620.0,1620.0,0.0,9288.08,0.0,0
0703,0341,FL,2016-05-23,2016-06-20,4,460.0,560.0,560.0,0.0,4335.37,0.0,0
0704,0342,FL,2017-05-26,2017-08-18,12,1400.0,1700.0,1700.0400000000002,0.0,9305.43,0.0,0
0705,0343,MS,2018-06-16,2018-07-14,4,980.0,1080.0,1080.0,0.0,7847.44,0.0,0
0706,0343,TN,2013-06-15,2013-07-13,4,1250.0,1350.0,1350.0,0.0,7908.11,0.0,0
0707,0344,FL,2015-11-09,2015-12-07,4,830.0,930.0,930.0,0.0,6248.76,0.0,0
0708,0345,TN,2012-01-13,2012-03-09,8,1010.0,1210.0,1210.0,20.0,4786.56,0.0,0
0709,0345,AL,2013-07-18,2013-09-12,8,1000.0,1200.0,1200.0,0.0,5296.74,0.0,0
0710,0346,FL,2017-07-12,2017-08-09,4,870.0,970.0,970.0,0.0,7060.26,0.0,0
0711,0347,FL,2013-09-29,2013-10-27,4,1020.0,1120.0,1120.0,0.0,5278.09,0.0,0
0712,0347,FL,2013-08-06,2013-09-03,4,1080.0,1180.0,1180.0,0.0,5246.98,0.0,0
0713,0348,FL,2018-12-26,2019-01-23,4,610.0,710.0,710.0,0.0,3860.09,0.0,0
0714,0348,FL,2015-05-09,2015-08-01,12,530.0,830.0,830.0400000000001,40.0,3618.21,0.0,0
0715,0349,AL,2013-06-22,2013-07-20,4,610.0,710.0,710.0,0.0,5418.97,0.0,0
0716,0350,FL,2017-08-27,2017-09-24,4,1540.0,1640.0,0.0,0.0,6880.02,5998.87,1
0717,0351,FL,2014-12-10,2015-01-07,4,1090.0,1190.0,0.0,0.0,6701.7,0.0,1
0718,0352,FL,2018-03-24,2018-04-21,4,840.0,940.0,940.0,0.0,4685.29,0.0,0
0719,0353,FL,2018-07-28,2018-08-25,4,1500.0,1600.0,1600.0,0.0,7696.25,0.0,0
0720,0353,AL,2019-07-16,2019-09-10,8,1650.0,1850.0,1850.0,20.0,7280.02,0.0,0
0721,0353,AL,2018-02-09,2018-03-09,4,1070.0,1170.0,1170.0,0.0,7200.85,0.0,0
0722,0353,FL,2013-11-07,2014-01-30,12,1550.0,1850.0,1850.0400000000002,0.0,7078.29,0.0,0
0723,0353,TN,2013-07-07,2013-08-04,4,1210.0,1310.0,1310.0,20.0,7405.97,0.0,0
0724,0353,FL,2012-12-10,2013-03-04,12,1300.0,1600.0,1599.9599999999998,0.0,7112.41,0.0,0
0725,0354,FL,2013-08-31,2013-09-28,4,920.0,1020.0,1020.0,0.0,6715.3,0.0,0
0726,0354,FL,2019-03-08,2019-04-05,4,880.0,980.0,980.0,0.0,4414.64,0.0,0
0727,0354,FL,2013-12-31,2014-01-28,4,1130.0,1230.0,1230.0,0.0,4749.26,0.0,0
0728,0355,FL,2016-08-25,2016-11-17,12,660.0,960.0,960.0,20.0,3479.17,0.0,0
0729,0356,FL,2019-09-21,2019-10-19,4,620.0,720.0,720.0,0.0,4103.73,0.0,0
0730,0356,FL,2016-01-19,2016-02-16,4,680.0,780.0,780.0,0.0,4552.84,0.0,0
0731,0356,FL,2017-09-20,2017-11-15,8,730.0,930.0,930.0,0.0,5309.77,0.0,0
0732,0357,AL,2014-01-04,2014-02-01,4,900.0,1000.0,1000.0,0.0,6093.26,0.0,0
0733,0358,FL,2018-02-18,2018-04-15,8,1620.0,1820.0,1820.0,20.0,7289.66,0.0,0
0734,0358,FL,2013-03-19,2013-04-16,4,1240.0,1340.0,1340.0,0.0,5880.16,0.0,0
0735,0358,FL,2016-03-12,2016-06-04,12,1260.0,1560.0,0.0,0.0,6755.95,5653.88,1
0736,0359,TN,2016-09-03,2016-11-26,12,1130.0,1430.0,1430.0400000000002,20.0,8575.32,0.0,0
0737,0359,FL,2014-04-05,2014-05-03,4,1220.0,1320.0,1320.0,0.0,7890.52,0.0,0
0738,0360,AL,2014-07-22,2014-08-19,4,730.0,830.0,830.0,0.0,3440.32,0.0,0
0739,0361,MS,2013-03-25,2013-04-22,4,900.0,1000.0,1000.0,0.0,4303.8,0.0,0
0740,0362,AL,2018-01-13,2018-02-10,4,650.0,750.0,750.0,20.0,5041.98,0.0,0
0741,0362,AL,2015-02-26,2015-03-26,4,940.0,1040.0,1040.0,20.0,5323.29,0.0,0
0742,0363,FL,2016-05-08,2016-06-05,4,700.0,800.0,800.0,0.0,6543.07,0.0,0
0743,0363,MS,2015-09-13,2015-12-06,12,860.0,1160.0,1160.04,20.0,5161.75,0.0,0
0744,0363,TN,2019-07-24,2019-08-21,4,950.0,1050.0,1050.0,0.0,6512.03,0.0,0
0745,0364,FL,2013-11-13,2013-12-11,4,980.0,1080.0,1080.0,20.0,5797.77,0.0,0
0746,0364,FL,2013-05-16,2013-06-13,4,670.0,770.0,770.0,0.0,6649.24,0.0,0
0747,0365,FL,2017-08-25,2017-11-17,12,840.0,1140.0,0.0,0.0,5284.86,4651.48,1
0748,0366,FL,2016-06-10,2016-07-08,4,980.0,1080.0,1080.0,20.0,5339.46,0.0,0
0749,0366,AL,2014-06-19,2014-07-17,4,1020.0,1120.0,1120.0,0.0,5699.72,0.0,0
0750,0366,MS,2015-07-24,2015-08-21,4,1260.0,1360.0,0.0,0.0,6812.82,4828.89,1
0751,0367,TN,2014-10-11,2014-12-06,8,1230.0,1430.0,1430.0,0.0,5333.87,0.0,0
0752,0367,FL,2016-03-15,2016-04-12,4,1100.0,1200.0,1200.0,0.0,6522.84,0.0,0
0753,0368,FL,2013-06-08,2013-08-03,8,500.0,700.0,0.0,0.0,4042.22,3968.55,1
0754,0368,TN,2019-08-29,2019-09-26,4,510.0,610.0,610.0,0.0,4683.68,0.0,0
0755,0368,FL,2017-01-16,2017-03-13,8,650.0,850.0,850.0,0.0,4695.65,0.0,0
0756,0369,FL,2012-08-04,2012-09-29,8,710.0,910.0,0.0,0.0,4234.9,3709.25,1
0757,0370,FL,2012-04-13,2012-07-06,12,1110.0,1410.0,1410.0,0.0,9242.08,0.0,0
0758,0370,TN,2014-09-19,2014-10-17,4,1210.0,1310.0,1310.0,0.0,8081.47,0.0,0
0759,0371,FL,2015-03-01,2015-03-29,4,1350.0,1450.0,1450.0,0.0,6206.38,0.0,0
0760,0372,FL,2016-11-30,2017-02-22,12,780.0,1080.0,1080.0,0.0,3373.55,0.0,0
0761,0372,FL,2012-04-11,2012-05-09,4,1120.0,1220.0,1220.0,20.0,5069.09,0.0,0
0762,0372,AL,2017-01-30,2017-02-27,4,870.0,970.0,970.0,0.0,3806.98,0.0,0
0763,0372,TN,2014-08-28,2014-09-25,4,830.0,930.0,0.0,0.0,5047.32,4234.76,1
0764,0373,MS,2018-07-19,2018-08-16,4,1260.0,1360.0,0.0,0.0,5383.64,3978.88,1
0765,0374,FL,2012-08-29,2012-09-26,4,1150.0,1250.0,1250.0,20.0,5509.45,0.0,0
0766,0375,MS,2018-06-30,2018-07-28,4,540.0,640.0,0.0,0.0,4196.5,4063.67,1
0767,0375,AL,2019-02-12,2019-03-12,4,620.0,720.0,720.0,0.0,3320.87,0.0,0
0768,0376,TN,2013-01-31,2013-02-28,4,1250.0,1350.0,1350.0,0.0,6381.99,0.0,0
0769,0377,FL,2012-09-16,2012-10-14,4,1530.0,1630.0,1630.0,20.0,8085.05,0.0,0
